url,name,rating,ratingcount,ingredients,directions,prep,cook,total,calories
https://www.allrecipes.com/recipe/215385/devils-on-horseback/,Devils on Horseback,4.6,52,"20  wooden toothpicks; ¼ cup reduced-sodium soy sauce; ½ teaspoon ground ginger; ¾ cup dark brown sugar; 20  dates, pitted and left whole; 20  whole smoked almonds; 10  bacon slices, cut in half crosswise","1. Preheat oven to 400 degrees F (200 degrees C). Soak the toothpicks in a bowl of water. Grease a 9x13-inch baking dish. 2. In a bowl, mix together the soy sauce and ground ginger. Place the brown sugar into a shallow bowl. Spread open a pitted date, then stuff it with a smoked almond. Wrap the date with half a bacon slice, secure it with a toothpick, dip the bundle in soy sauce mixture, and then dip it into brown sugar. Place the wrapped dates into the prepared baking dish. If desired, sprinkle a little more brown sugar over the bundles. 3. Bake in the preheated oven until the bacon is brown and crisp, 15 to 25 minutes. Allow to cool for about 15 minutes before serving; serve warm or at room temperature.",30 mins,15 mins,1 hr,118
https://www.allrecipes.com/recipe/64780/danish-almond-puff/,Danish Almond Puff,4.4,50,"1 cup all-purpose flour; ½ cup butter, softened; 2 tablespoons water; ½ cup butter; 1 cup water; 1 teaspoon almond extract; 3  eggs, beaten; 1 cup all-purpose flour; 1 cup confectioners' sugar; 1 teaspoon almond extract; 1 tablespoon milk, or as needed; 2 tablespoons candy sprinkles","1. Place 1 cup of flour in a medium bowl. Mix in butter using a fork or a pastry blender. Sprinkle 2 tablespoons of water over, and stir with a fork until dough comes together. Divide into two balls. Pat dough into two long strips on an ungreased baking sheet, about 14 inches long and 3 inches wide. Set aside. 2. Preheat the oven to 350 degrees F (175 degrees C). 3. In a saucepan, combine 1/2 cup of butter and 1 cup of water. Bring to a rolling boil. Add 1 teaspoon of almond extract and remove from the heat. Immediately stir in 1 cup of flour until the mixture pulls away from the sides of the pan. Gradually stir in the eggs until well blended. Divide evenly, and spread over the two crusts on the baking sheet. 4. Bake in the preheated oven until golden, about 1 hour. Allow to cool almost to room temperature before frosting. 5. To make the frosting, mix together the confectioners' sugar, 1 teaspoon of almond extract and a splash of milk in a small bowl until smooth. Add more milk if necessary to make a pourable glaze. Drizzle over the Danish, and decorate with candy sprinkles if desired.",15 mins,1 hr,2 hrs,424
https://www.allrecipes.com/recipe/23746/italian-almond-cookies-ii/,Italian Almond Cookies II,4.5,103,2 pounds almond paste; 1 cup all-purpose flour; 8  egg whites; 2 cups white sugar; 2 cups confectioners' sugar; 2 cups sliced almonds,"1. Preheat oven to 350 degrees F (175 degrees C). Grease cookie sheets. 2. In a large bowl, use your hands to mix together the almond paste, flour, egg whites, white sugar and confectioners' sugar until well blended. The mixture will be very sticky. Place the sliced almonds into a small bowl. Scoop out rounded teaspoonfuls of the dough and drop them into the almonds. Roll until completely coated. Place 2 inches apart onto the prepared cookie sheets. 3. Bake for 15 to 20 minutes in the preheated oven, until golden brown. Cool on cookie sheets for a few minutes before removing to a wire rack to cool completely.",15 mins,20 mins,35 mins,116
https://www.allrecipes.com/recipe/15779/chocolate-almond-bark/,Chocolate Almond Bark,4.3,57,½ cup chopped almonds; 2 cups milk chocolate chips; 1 tablespoon shortening,"1. Line a 9x13 inch baking pan with parchment paper. Set aside. Put chopped almonds In a skillet. Cook, stirring often over medium high heat, until golden brown. Remove from heat. 2. In a metal bowl over a pan of simmering water, melt chocolate chips and shortening until smooth. Remove from heat and stir in 1/2 the toasted almonds. Spread onto the prepared baking pan. Sprinkle with remaining almonds, and chill 30 minutes, or until solid. Break into bite-size pieces to serve.",5 mins,10 mins,45 mins,130
https://www.allrecipes.com/recipe/283483/almond-ricotta-cake/,Almond Ricotta Cake,4.3,13,"½ cup unsalted butter, at room temperature; ¾ cup white sugar; 2 teaspoons vanilla sugar; 1 large lemon, zested and juiced; 4 large eggs, separated; 2 cups blanched almond flour; 9 ounces ricotta cheese;  cup white sugar; ¼ cup sliced almonds, or to taste; 1 tablespoon confectioners' sugar for dusting","1. Preheat the oven to 325 degrees F (165 degrees C). Grease an 8-inch springform pan and line with parchment paper. 2. Combine butter and 3/4 cup sugar in a large bowl; beat with an electric mixer until creamy, about 3 minutes. Add vanilla sugar, lemon zest, and lemon juice; mix until well combined. Add egg yolks, 1 at a time, beating well after each addition. 3. Fold in almond flour and ricotta cheese with a silicone spatula. 4. Wash and dry the beaters and beat egg whites in a glass, metal, or ceramic bowl until foamy. Gradually add 1/3 cup sugar, continuing to beat until stiff peaks form. Fold stiff egg whites into the batter. Pour batter into the prepared pan. Sprinkle with sliced almonds. 5. Bake on the center rake of the preheated oven until edges of the cake are lightly browned, about 50 minutes. Cake will still be a little wobbly in the middle. 6. Remove from the oven and let the cake to cool completely in the pan before transferring to a cake platter, about 1 hour. Dust with confectioners' sugar before serving.",20 mins,50 mins,2 hrs 10 mins,397
https://www.allrecipes.com/recipe/11593/italian-biscotti/,Italian Biscotti,4.7,219,12 ounces butter; 1 ¾ cups white sugar; 6  eggs; 1 teaspoon anise extract; 2 teaspoons vanilla extract; 6 cups all-purpose flour; ½ teaspoon salt; 2 teaspoons baking powder; 8 ounces chopped almonds,"1. Preheat oven to 350 degrees F ( 165 degrees C ). 2. In a large bowl, cream the butter and sugar together. Add eggs one at a time; beat until fluffy. Stir in the anise and vanilla extracts. Sift together the flour, baking powder, and salt; Add them to the egg mixture along with the chopped almonds. Stir with a spoon and as the dough comes together, Knead by hand. 3. Divide the dough into 4 parts. Roll each piece into a log about 15 inches long. Place logs onto cookie sheets, 2 to a sheet, the long way. Flatten the logs out until they are about 3 inches wide with a slight hump going down the middle. Bake for 25 to 30 minutes in the preheated oven, loaves should be firm. Cut the loaves into diagonal slices 1/2 inch wide, place the slices onto the cookie sheets and return to the oven. Toast on one side, then turn them over to do the other side. This will take about 7 to 10 minutes.",,,,275
https://www.allrecipes.com/recipe/281636/air-fryer-roasted-almonds/,Air Fryer Roasted Almonds,5,2,"¾ tablespoon very hot water; ¾ teaspoon Himalayan pink salt, or to taste; 2 cups raw almonds; 1 tablespoon olive oil; salt to taste","1. Preheat an air fryer to 325 to 350 degrees F (165 to 175 degrees C) according to manufacturer's instructions. Line a baking sheet with aluminum foil. 2. Combine water and 3/4 teaspoon pink salt in a small shot glass; stir until salt is mostly dissolved. 3. Place almonds in a medium ceramic or stainless mixing bowl and pour salt water over top; stir until coated. Spread almonds evenly on the prepared baking sheet. 4. Bake in the preheated air fryer for 6 to 7 minutes. Remove baking sheet, stir almonds, and return to the air fryer; bake until almonds turn brown inside, 5 to 6 minutes more. 5. Transfer almonds back to the mixing bowl, add olive oil and salt, and stir until completely coated. Allow to cool before serving, either in the bowl or spread out on the counter.",5 mins,15 mins,20 mins,220
https://www.allrecipes.com/recipe/7401/rich-dark-fruitcake/,Rich Dark Fruitcake,4.8,35,6 cups golden raisins; 3 cups dried currants; 1 ½ cups pitted dates; 6 cups raisins; 1 pound candied mixed citrus peel; ½ pound candied cherries; 2 cups almonds; 2 cups butter; 3 ¼ cups all-purpose flour; 3 teaspoons baking powder; ½ teaspoon baking soda; ½ teaspoon salt; 2 teaspoons ground allspice; 4 teaspoons ground cinnamon; 1 teaspoon ground nutmeg; ½ teaspoon ground cloves; 1 tablespoon vanilla extract; 1 tablespoon almond extract; 2 cups white sugar; 12  egg yolks; ½ cup molasses; 12  egg whites; ½ cup grape juice; ½ cup strong brewed coffee,"1. Wash and dry the raisins and the currants. Wash, dry, pit, and chop the dates. Chop the raisins and the citrus peel. Slice the cherries. Blanch the almonds, and slice them lengthwise. Combine fruits and nuts in large bowl. 2. Grease and line 3 standard Christmas cake pans (these round pans are at least 3 inches deep and come in a set of three sizes- 5, 7, and 9 inch across) with 4 layers of heavy waxed paper, or 3 layers of brown paper. Grease again. Preheat oven to 275 degrees F (135 degrees C). 3. Sift together flour, baking powder, soda, salt, and spices onto a piece of waxed paper. Remove 1 cup of this flour mixture, and combine with fruit and nuts. Mix until fruit is well coated. 4. Cream the butter until fluffy. Add extracts. Gradually add sugar, mixing until creamy. Beat egg yolks until light and lemon-colored, and beat into the butter mixture. Stir in the molasses, and beat together well. Add half of the remaining flour mixture, and blend thoroughly. 5. Beat egg whites until stiff but not dry; fold into batter. Stir in lightly the remaining flour mixture alternately with grape juice and coffee. Add floured fruit and nuts, blending in until fruit is well distributed. 6. Turn batter into prepared cake tins, filling each about 2/3 full and spreading batter evenly. Bake in center of oven. Bake small cake 2 1/2 hours, medium cake 3 1/2 hours, and large cake 4 to 4 1/2 hours. Remove from oven and allow to stand 5 minutes, then turn out on wire rack to cool.",1 hr,4 hrs 30 mins,6 hrs,451
https://www.allrecipes.com/recipe/15034/mandarin-almond-salad/,Mandarin Almond Salad,4.6,254,"1 head romaine lettuce - rinsed, dried and chopped; 2 (11 ounce) cans mandarin oranges, drained; 6  green onions, thinly sliced; 2 tablespoons white sugar; ½ cup sliced almonds; ¼ cup red wine vinegar; ½ cup olive oil; 1 tablespoon white sugar; …› teaspoon crushed red pepper flakes; ground black pepper to taste","1. In a large bowl, combine the romaine lettuce, oranges and green onions. 2. Heat 2 tablespoons sugar with the almonds in saucepan over medium heat. Cook and stir while sugar starts to melt and coat almonds. Stir constantly until almonds are light brown. Turn onto a plate, and cool for 10 minutes. 3. Combine red wine vinegar, olive oil, one tablespoon sugar, red pepper flakes and black pepper in a jar with a tight fitting lid. Shake vigorously until sugar is dissolved. 4. Before serving, toss lettuce with salad dressing until coated. Transfer to a decorative serving bowl, and sprinkle with sugared almonds.",20 mins,10 mins,40 mins,235
https://www.allrecipes.com/recipe/7740/marzipan/,Marzipan,3.6,22,2 cups confectioners' sugar; ½ pound finely ground blanched almonds; 2  egg whites; ½ teaspoon salt; ½ teaspoon almond extract,"1. Blend the confectioner's sugar, finely ground almonds, egg whites, salt, and almond extract in a blender until perfectly blended. Cover and chill until firm, 24 hours.",30 mins,,1 day 30 mins,143
https://www.allrecipes.com/recipe/256321/dark-chocolate-almond-rocks/,Dark Chocolate Almond Rocks,4.8,14,"½ cup almonds, crushed into chunks; 7 ounces dark chocolate chips (50% cacao)","1. Spread almonds in a large skillet; toast over medium heat until starting to brown, 3 to 5 minutes. Pour almonds into a bowl. 2. Melt chocolate in top of a double boiler over simmering water, stirring frequently and scraping down the sides to avoid scorching, about 5 minutes. Remove from heat; pour in almonds and stir until evenly coated. 3. Drop spoonfuls of chocolate-almond mixture onto a plate lined with waxed paper. 4. Chill until set, about 10 minutes.",10 mins,8 mins,28 mins,60
https://www.allrecipes.com/recipe/228025/bircher-muesli-swiss-oatmeal/,Bircher Muesli (Swiss Oatmeal),4.7,46,"2 cups rolled oats; 1  green apple, chopped; 1 cup 2% milk; 1 cup nonfat plain yogurt; 1  banana, chopped; ¼ cup raisins; 1 tablespoon chopped walnuts; 1 tablespoon slivered almonds; 1 tablespoon brown sugar; 1 tablespoon honey; 1 tablespoon orange juice","1. Mix oats, apple, milk, yogurt, banana, raisins, walnuts, almonds, brown sugar, honey, and orange juice together in a bowl. Chill in refrigerator for at least 1 hour to set.",15 mins,,1 hr 15 mins,344
https://www.allrecipes.com/recipe/231553/easy-almond-butter-cookies/,Easy Almond Butter Cookies,4.2,50,"2 cups all-purpose flour; 1 cup crushed almonds; 1 cup butter, softened; 7 tablespoons white sugar; ½ teaspoon vanilla extract; ½ teaspoon almond extract","1. Preheat oven to 350 degrees F (175 degrees C). 2. Mix all-purpose flour, almonds, butter, sugar, vanilla extract, and almond extract in a large bowl until well blended. 3. Roll the dough into walnut-sized balls and place 2 inches apart onto ungreased baking sheets. 4. Bake in preheated oven until golden brown, about 15 minutes.",15 mins,15 mins,30 mins,143
https://www.allrecipes.com/recipe/10396/almond-squares-ii/,Almond Squares II,4.5,89,1 cup butter; ¾ cup white sugar; 1  egg; ½ cup almond paste; 1 teaspoon almond extract; 2 cups all-purpose flour; 2 ½ ounces sliced almonds,"1. Preheat oven to 350 degrees F (175 degrees C). 2. Cream butter in a large mixing bowl; gradually add sugar, beating until light and fluffy. Add egg yolk (reserve egg white), almond paste, and flavoring; beat until well blended. Stir in flour. 3. Spread mixture in a 13 x 9 x 2 inch baking pan. Beat egg white (at room temperature) until foamy; brush over entire surface of dough, and sprinkle with almonds. Bake for 35 minutes or until lightly browned. Cool thoroughly, and cut into 2 inch squares. Store in airtight containers.",,,,345
https://www.allrecipes.com/recipe/259205/fluffy-keto-pancakes/,Fluffy Keto Pancakes,4.4,66,"1 cup almond flour; ¼ cup coconut flour; 2 tablespoons low-calorie natural sweetener (such as Swerve®); 1 teaspoon salt; 1 teaspoon baking powder; ½ teaspoon ground cinnamon (Optional); 6  eggs, at room temperature; ¼ cup heavy whipping cream, at room temperature; 2 tablespoons butter, melted; 1 teaspoon vanilla extract","1. Mix almond flour, coconut flour, sweetener, salt, baking powder, and cinnamon together in a bowl. Whisk in eggs, heavy cream, butter, and vanilla extract slowly until batter is just blended. 2. Heat a lightly oiled griddle over medium-high heat. Drop batter by large spoonfuls onto the griddle and cook until bubbles form and the edges are dry, 3 to 4 minutes. Flip and cook until browned on the other side, 2 to 3 minutes. Repeat with remaining batter.",10 mins,5 mins,15 mins,383
https://www.allrecipes.com/recipe/72467/gulab-jamun/,Gulab Jamun,3.7,47,"1 cup dry milk powder; 3 tablespoons all-purpose flour; 2 tablespoons ghee (clarified butter), melted; ½ teaspoon baking powder; ½ cup warm milk; 1 tablespoon chopped almonds (Optional); 1 tablespoon chopped pistachio nuts (Optional); 1 tablespoon golden raisins (Optional); 1 pinch ground cardamom; 1 quart vegetable oil for deep frying; 1 ¼ cups white sugar; 7 fluid ounces water; 1 teaspoon rose water; 1 pinch ground cardamom","1. In a large bowl, stir together the milk powder, flour, baking powder, and cardamom. Stir in the almonds, pistachios and golden raisins. Mix in the melted ghee, then pour in the milk, and continue to mix until well blended. Cover and let rest for 20 minutes. 2. In a large skillet, stir together the sugar, water, rose water and a pinch of cardamom. Bring to a boil, and simmer for just a minute. Set aside. 3. Fill a large heavy skillet halfway with oil. Heat over medium heat for at least 5 minutes. Knead the dough, and form into about 20 small balls. Reduce the heat of the oil to low, and fry the balls in one or two batches. After about 5 minutes, they will start to float, and expand to twice their original size, but the color will not change much. After the jamun float, increase the heat to medium, and turn them frequently until light golden. Remove from the oil to paper towels using a slotted spoon, and allow to cool. Drain on paper towels and allow to cool slightly. 4. Place the balls into the skillet with the syrup. Simmer over medium heat for about 5 minutes, squeezing them gently to soak up the syrup. Serve immediately, or chill.",30 mins,20 mins,50 mins,144
https://www.allrecipes.com/recipe/260575/chef-johns-almond-biscotti/,Chef John's Almond Biscotti,4.8,73,"2 cups all-purpose flour; 1 teaspoon baking powder; ¼ teaspoon fine salt; 3 tablespoons unsalted butter, room temperature; 1 cup white sugar; 1 tablespoon white sugar; 1 tablespoon olive oil; 2  large eggs; ¼ teaspoon vanilla extract; ¾ teaspoon almond extract; ½ cup whole roasted almonds; ½ cup chopped roasted almonds","1. Whisk flour, baking powder, and salt together in a mixing bowl. 2. Place butter, 1 cup plus 1 tablespoon sugar, olive oil in a separate mixing bowl. Mix together thoroughly until mixture has a creamy texture. Add 1 egg; mix into butter/sugar mixture. Whisk in 2nd egg, vanilla extract, and almond extract; whisk until smooth. Add flour mixture. Mix until flour is incorporated. Add whole almonds and chopped almonds; mix in evenly. Cover bowl with plastic wrap; refrigerate 30 minutes. 3. Preheat oven to 350 degrees F (175 degrees C). Line a rimmed baking sheet with a silicone mat. 4. Divide dough in half. Place each half on a length of plastic wrap and shape into a log. Wrap with the plastic wrap and press into a shape about 3 or 4 inches wide and about 1/2 inch high. Transfer both pieces to prepared baking sheet leaving about 3 or 4 inches of space between them to allow for spreading. 5. Bake in center of preheated oven until turning golden and a toothpick inserted into the center comes out clean, about 30 minutes. Let cool 15 minutes before slicing. 6. Reduce oven temperature to 325 degrees F (165 degrees C). 7. Cut each piece at a slight angle into 1/2- to 1 -inch thick slices with a serrated knife. Transfer pieces back to baking sheet in a single layer. Bake 12 minutes; remove from oven and flip pieces over. Return pan to oven and bake until biscotti are golden brown and crunchy, about 20 minutes. 8. Transfer biscotti to a cooling rack; let cool to room temperature.",15 mins,1 hr,2 hrs,200
